username_length,password_length,shannon_entropy,contains_SQL,contains_XSS,sql_count,xss_count,no_squotes,no_dquotes,true_label
9,9,3.616348566075164,False,False,0,0,0,0,1
11,12,4.16829583405449,False,False,0,0,0,0,1
16,9,3.8731406795131322,False,False,0,0,0,0,1
11,11,3.9690016298759936,False,False,0,0,0,0,1
12,9,3.0717350271381685,False,False,0,0,0,0,1
13,9,3.708132064658602,False,False,0,0,0,0,1
14,10,4.213660689688185,False,False,0,0,0,0,1
14,14,4.444187891679296,False,False,0,0,0,0,1
17,9,3.7360069464476564,False,False,0,0,0,0,1
16,10,4.060262039120378,False,False,0,0,0,0,1
14,8,4.1757358691004915,False,False,0,0,0,0,1
13,10,4.084962500721156,False,False,0,0,0,0,1
12,8,3.9161269465882835,False,False,0,0,0,0,1
15,10,3.9312089489103226,False,False,0,0,0,0,1
15,9,3.973660689688185,False,False,0,0,0,0,1
16,6,3.849223912390625,False,False,0,0,0,0,1
14,11,3.9021748142117274,False,False,0,0,0,0,1
16,7,4.136842188131012,False,False,0,0,0,0,1
11,7,3.7216117239699,False,False,0,0,0,0,1
14,4,3.5766176449086653,False,False,0,0,0,0,1
15,10,4.026986833359286,False,False,0,0,0,0,1
12,9,4.004886164091842,False,False,0,0,0,0,1
11,6,3.6835423624332306,False,False,0,0,0,0,1
12,7,3.6841837197791887,False,False,0,0,0,0,1
16,9,4.132944044980958,False,False,0,0,0,0,1
13,9,4.001822825622231,False,False,0,0,0,0,1
14,10,3.9238561897747237,False,False,0,0,0,0,1
10,10,3.975418017913832,False,False,0,0,0,0,1
13,7,4.106603137064474,False,False,0,0,0,0,1
12,10,4.0559581516151235,False,False,0,0,0,0,1
12,11,3.8553885422075345,False,False,0,0,0,0,1
13,8,3.663532754804254,False,False,0,0,0,0,1
16,12,3.9353986674667634,False,False,0,0,0,0,1
15,4,3.7841837197791888,False,False,0,0,0,0,1
14,7,4.186704345910023,False,False,0,0,0,0,1
11,8,3.921928094887362,False,False,0,0,0,0,1
13,7,4.011365041826379,False,False,0,0,0,0,1
11,8,3.9219280948873623,False,False,0,0,0,0,1
13,8,3.913977073182752,False,False,0,0,0,0,1
13,8,4.061482186720775,False,False,0,0,0,0,1
18,11,4.323231428797621,False,False,0,0,0,0,1
13,9,3.849223912390625,False,False,0,0,0,0,1
15,10,3.9790978911348045,False,False,0,0,0,0,1
13,6,3.5219280948873624,False,False,0,0,0,0,1
12,12,3.943465189601646,False,False,0,0,0,0,1
10,7,3.4193819456463714,False,False,0,0,0,0,1
12,4,3.2639334294856344,False,False,0,0,0,0,1
14,9,3.8868421881310127,False,False,0,0,0,0,1
15,8,3.8035088547976788,False,False,0,0,0,0,1
13,7,3.748994803525096,False,False,0,0,0,0,1
13,7,3.8208888513501886,False,False,0,0,0,0,1
12,4,3.3815804883091634,False,False,0,0,0,0,1
16,6,4.001822825622231,False,False,0,0,0,0,1
11,8,3.546439344671015,False,False,0,0,0,0,1
15,8,3.886842188131012,False,False,0,0,0,0,1
13,10,4.220175521464345,False,False,0,0,0,0,1
11,5,3.6168746059562227,False,False,0,0,0,0,1
12,11,4.220175521464345,False,False,0,0,0,0,1
11,8,3.1219280948873624,False,False,0,0,0,0,1
12,4,3.41041725276052,False,False,0,0,0,0,1
16,7,3.7406015629507228,False,False,0,0,0,0,1
10,6,3.4992275471326932,False,False,0,0,0,0,1
12,7,3.746439344671015,False,False,0,0,0,0,1
11,8,3.7841837197791883,False,False,0,0,0,0,1
12,8,3.6897037321995474,False,False,0,0,0,0,1
13,8,3.7544418457133455,False,False,0,0,0,0,1
12,10,3.849223912390625,False,False,0,0,0,0,1
14,10,4.213660689688185,False,False,0,0,0,0,1
12,9,3.970573095811684,False,False,0,0,0,0,1
13,8,4.061482186720775,False,False,0,0,0,0,1
13,11,4.0536606896881855,False,False,0,0,0,0,1
15,11,4.134336113194452,False,False,0,0,0,0,1
10,6,3.454822399946607,False,False,0,0,0,0,1
12,10,4.001822825622231,False,False,0,0,0,0,1
13,6,3.621928094887362,False,False,0,0,0,0,1
12,8,3.8801799226757376,False,False,0,0,0,0,1
11,8,3.584183719779189,False,False,0,0,0,0,1
12,10,4.262692390839622,False,False,0,0,0,0,1
16,6,4.0559581516151235,False,False,0,0,0,0,1
11,9,3.9161269465882844,False,False,0,0,0,0,1
12,11,3.9387218755408675,False,False,0,0,0,0,1
14,10,4.133660689688186,False,False,0,0,0,0,1
14,6,3.975418017913833,False,False,0,0,0,0,1
11,11,3.914866303883101,False,False,0,0,0,0,1
13,8,4.095795255000932,False,False,0,0,0,0,1
11,6,3.0781758650865774,False,False,0,0,0,0,1
13,11,4.053660689688185,False,False,0,0,0,0,1
15,6,4.0614821867207755,False,False,0,0,0,0,1
15,11,4.282484261342601,False,False,0,0,0,0,1
12,9,4.095795255000933,False,False,0,0,0,0,1
12,8,3.154222184683522,False,False,0,0,0,0,1
14,10,4.243856189774724,False,False,0,0,0,0,1
12,6,3.681880802803402,False,False,0,0,0,0,1
17,8,3.315824333525707,False,False,0,0,0,0,1
12,7,3.5841837197791886,False,False,0,0,0,0,1
11,10,3.970573095811684,False,False,0,0,0,0,1
14,10,4.323856189774723,False,False,0,0,0,0,1
14,11,4.18083298720544,False,False,0,0,0,0,1
15,8,3.740601562950723,False,False,0,0,0,0,1
16,9,4.2098671219040344,False,False,0,0,0,0,1
12,8,3.6537567082870015,False,False,0,0,0,0,1
13,9,3.936180434129756,False,False,0,0,0,0,1
13,8,3.3908054820769817,False,False,0,0,0,0,1
15,6,3.811037868342278,False,False,0,0,0,0,1
13,7,3.689703732199547,False,False,0,0,0,0,1
13,10,4.220175521464345,False,False,0,0,0,0,1
15,3,3.8924071185928755,False,False,0,0,0,0,1
13,10,3.855388542207534,False,False,0,0,0,0,1
16,10,4.106377316818027,False,False,0,0,0,0,1
13,10,3.8553885422075345,False,False,0,0,0,0,1
12,11,4.053508854797679,False,False,0,0,0,0,1
18,6,3.8136606896881853,False,False,0,0,0,0,1
13,7,3.9754180179138325,False,False,0,0,0,0,1
13,6,3.5841837197791886,False,False,0,0,0,0,1
14,6,3.975418017913833,False,False,0,0,0,0,1
13,9,4.142914673354254,False,False,0,0,0,0,1
15,8,4.251629167387823,False,False,0,0,0,0,1
16,7,3.9701755214643453,False,False,0,0,0,0,1
16,12,4.185230132909403,False,False,0,0,0,0,1
12,7,3.9841837197791885,False,False,0,0,0,0,1
12,9,3.754441845713345,False,False,0,0,0,0,1
18,10,4.185230132909402,False,False,0,0,0,0,1
11,11,3.849223912390625,False,False,0,0,0,0,1
11,10,3.8230679822736593,False,False,0,0,0,0,1
12,7,3.8841837197791884,False,False,0,0,0,0,1
12,11,4.053508854797679,False,False,0,0,0,0,1
11,10,3.8796640049025934,False,False,0,0,0,0,1
17,10,3.7264741182543752,False,False,0,0,0,0,1
18,7,3.6612262562697886,False,False,0,0,0,0,1
11,6,3.4613201402110083,False,False,0,0,0,0,1
15,10,4.1619781796795525,False,False,0,0,0,0,1
15,7,3.9690016298759936,False,False,0,0,0,0,1
12,7,3.6464393446710153,False,False,0,0,0,0,1
12,10,4.055958151615124,False,False,0,0,0,0,1
17,5,3.410099326733674,False,False,0,0,0,0,1
13,10,4.053508854797679,False,False,0,0,0,0,1
13,11,3.973660689688185,False,False,0,0,0,0,1
15,9,3.3426831892554913,False,False,0,0,0,0,1
11,9,3.6537567082870015,False,False,0,0,0,0,1
14,7,4.004886164091841,False,False,0,0,0,0,1
15,9,4.213660689688185,False,False,0,0,0,0,1
12,6,3.5766176449086653,False,False,0,0,0,0,1
14,10,4.293660689688184,False,False,0,0,0,0,1
12,8,4.106603137064474,False,False,0,0,0,0,1
12,10,4.088779347361362,False,False,0,0,0,0,1
16,7,3.855388542207534,False,False,0,0,0,0,1
12,12,3.7834651896016465,False,False,0,0,0,0,1
13,9,3.914866303883101,False,False,0,0,0,0,1
10,8,3.2608281712244547,False,False,0,0,0,0,1
10,6,3.8521687236032816,False,False,0,0,0,0,1
13,7,4.011365041826379,False,False,0,0,0,0,1
12,10,3.9690016298759936,False,False,0,0,0,0,1
12,7,4.021928094887362,False,False,0,0,0,0,1
10,10,3.7849418274376423,False,False,0,0,0,0,1
16,6,3.6211755429194716,False,False,0,0,0,0,1
11,7,3.9321380397593737,False,False,0,0,0,0,1
16,10,4.106377316818028,False,False,0,0,0,0,1
12,8,3.820888851350188,False,False,0,0,0,0,1
15,10,3.8441065448145375,False,False,0,0,0,0,1
12,6,3.7216117239699,False,False,0,0,0,0,1
15,7,4.175735869100492,False,False,0,0,0,0,1
13,13,4.208410187268527,False,False,0,0,0,0,1
12,6,4.03740119765411,False,False,0,0,0,0,1
13,8,3.3787753681455994,False,False,0,0,0,0,1
13,7,4.011365041826379,False,False,0,0,0,0,1
14,7,3.9705730958116843,False,False,0,0,0,0,1
17,3,3.916126946588284,False,False,0,0,0,0,1
15,11,3.8841550945958057,False,False,0,0,0,0,1
14,8,4.0559581516151235,False,False,0,0,0,0,1
12,11,3.855388542207534,False,False,0,0,0,0,1
14,9,4.084962500721156,False,False,0,0,0,0,1
13,8,4.186704345910024,False,False,0,0,0,0,1
12,3,3.75,False,False,0,0,0,0,1
16,10,3.8282375018429553,False,False,0,0,0,0,1
13,6,3.7841837197791888,False,False,0,0,0,0,1
11,10,3.594906618243939,False,False,0,0,0,0,1
15,8,3.3868421881310122,False,False,0,0,0,0,1
13,9,3.708132064658602,False,False,0,0,0,0,1
15,5,3.7489948035250964,False,False,0,0,0,0,1
13,8,4.186704345910024,False,False,0,0,0,0,1
15,7,3.914866303883101,False,False,0,0,0,0,1
11,10,4.061482186720775,False,False,0,0,0,0,1
17,6,3.8239348962840563,False,False,0,0,0,0,1
10,3,3.378783493486176,False,False,0,0,0,0,1
13,7,4.106603137064474,False,False,0,0,0,0,1
13,7,3.880179922675737,False,False,0,0,0,0,1
12,6,3.9321380397593733,False,False,0,0,0,0,1
12,12,4.023465189601647,False,False,0,0,0,0,1
12,11,4.084962500721156,False,False,0,0,0,0,1
11,11,3.849223912390625,False,False,0,0,0,0,1
15,10,4.103909910282363,False,False,0,0,0,0,1
12,9,3.6978458230844113,False,False,0,0,0,0,1
13,8,3.186704345910024,False,False,0,0,0,0,1
16,7,4.136842188131013,False,False,0,0,0,0,1
11,7,3.787143960698138,False,False,0,0,0,0,1
12,12,4.243856189774723,False,False,0,0,0,0,1
13,7,3.266056258283368,False,False,0,0,0,0,1
11,12,4.001629167387824,False,False,0,0,0,0,1
10,10,3.8801799226757376,False,False,0,0,0,0,1
12,7,3.7841837197791883,False,False,0,0,0,0,1
14,10,4.213660689688185,False,False,0,0,0,0,1
12,11,3.9701755214643453,False,False,0,0,0,0,1
12,7,3.6464393446710153,False,False,0,0,0,0,1
13,7,4.070656113151928,False,False,0,0,0,0,1
15,8,4.001629167387823,False,False,0,0,0,0,1
12,11,4.16829583405449,False,False,0,0,0,0,1
12,7,3.9219280948873623,False,False,0,0,0,0,1
16,6,3.9690016298759936,False,False,0,0,0,0,1
13,9,3.7294461949052566,False,False,0,0,0,0,1
10,5,2.9056390622295662,False,False,0,0,0,0,1
15,7,3.675310868912364,False,False,0,0,0,0,1
12,8,3.8801799226757376,False,False,0,0,0,0,1
16,8,3.8332696895151077,False,False,0,0,0,0,1
12,10,4.088779347361362,False,False,0,0,0,0,1
14,9,4.084962500721156,False,False,0,0,0,0,1
13,10,4.251629167387824,False,False,0,0,0,0,1
13,6,3.821928094887362,False,False,0,0,0,0,1
12,12,4.243856189774723,False,False,0,0,0,0,1
12,12,3.7834651896016465,False,False,0,0,0,0,1
12,6,3.5766176449086653,False,False,0,0,0,0,1
14,9,3.855388542207534,False,False,0,0,0,0,1
12,4,3.572469458770136,False,False,0,0,0,0,1
12,7,4.021928094887362,False,False,0,0,0,0,1
12,7,3.921928094887362,False,False,0,0,0,0,1
12,6,4.03740119765411,False,False,0,0,0,0,1
12,10,4.001822825622232,False,False,0,0,0,0,1
12,7,3.821928094887362,False,False,0,0,0,0,1
12,8,4.011365041826379,False,False,0,0,0,0,1
13,8,4.004886164091841,False,False,0,0,0,0,1
17,7,3.8634651896016465,False,False,0,0,0,0,1
13,7,3.6304126608739984,False,False,0,0,0,0,1
12,6,3.8268748818646374,False,False,0,0,0,0,1
11,6,3.94770277922009,False,False,0,0,0,0,1
10,9,3.746439344671015,False,False,0,0,0,0,1
13,8,3.8796640049025934,False,False,0,0,0,0,1
12,10,3.9690016298759936,False,False,0,0,0,0,1
14,6,3.916126946588284,False,False,0,0,0,0,1
13,10,4.084962500721156,False,False,0,0,0,0,1
13,6,3.6464393446710153,False,False,0,0,0,0,1
14,8,3.7294461949052566,False,False,0,0,0,0,1
12,12,3.973660689688185,False,False,0,0,0,0,1
11,12,4.251629167387823,False,False,0,0,0,0,1
10,10,3.9161269465882835,False,False,0,0,0,0,1
15,9,3.8136606896881844,False,False,0,0,0,0,1
14,7,3.4474015047059146,False,False,0,0,0,0,1
15,9,4.133660689688185,False,False,0,0,0,0,1
12,8,2.9385400412082454,False,False,0,0,0,0,1
13,10,3.9072682296173897,False,False,0,0,0,0,1
12,6,3.3263604079526927,False,False,0,0,0,0,1
14,5,3.541446071165521,False,False,0,0,0,0,1
18,9,3.7709424217485368,False,False,0,0,0,0,1
12,6,3.5368867237421666,False,False,0,0,0,0,1
12,11,4.084962500721156,False,False,0,0,0,0,1
18,9,3.672553582385556,False,False,0,0,0,0,1
16,7,3.855388542207534,False,False,0,0,0,0,1
15,6,3.879664004902593,False,False,0,0,0,0,1
12,9,2.980825936229078,False,False,0,0,0,0,1
14,8,3.882045108136863,False,False,0,0,0,0,1
19,9,3.9093680639438846,False,False,0,0,0,0,1
15,11,3.8841550945958048,False,False,0,0,0,0,1
15,9,4.323856189774723,False,False,0,0,0,0,1
16,6,3.7950885863977324,False,False,0,0,0,0,1
11,8,3.7219280948873616,False,False,0,0,0,0,1
12,12,4.083856189774723,False,False,0,0,0,0,1
12,10,4.262692390839622,False,False,0,0,0,0,1
15,12,4.110577243331642,False,False,0,0,0,0,1
16,11,4.235926350629033,False,False,0,0,0,0,1
12,12,4.403856189774723,False,False,0,0,0,0,1
12,6,3.6818808028034016,False,False,0,0,0,0,1
11,9,3.9754180179138325,False,False,0,0,0,0,1
12,8,4.011365041826378,False,False,0,0,0,0,1
12,7,3.8841837197791884,False,False,0,0,0,0,1
12,9,4.061482186720775,False,False,0,0,0,0,1
13,9,3.9690016298759936,False,False,0,0,0,0,1
12,10,4.0559581516151235,False,False,0,0,0,0,1
11,11,4.0559581516151235,False,False,0,0,0,0,1
13,6,3.8219280948873617,False,False,0,0,0,0,1
14,7,3.663532754804254,False,False,0,0,0,0,1
11,7,3.892407118592875,False,False,0,0,0,0,1
16,8,3.443856189774724,False,False,0,0,0,0,1
13,9,3.8492239123906256,False,False,0,0,0,0,1
16,6,3.4685766296878655,False,False,0,0,0,0,1
11,9,3.9754180179138325,False,False,0,0,0,0,1
14,8,3.9690016298759936,False,False,0,0,0,0,1
11,9,3.8208888513501886,False,False,0,0,0,0,1
13,11,4.023465189601646,False,False,0,0,0,0,1
9,4,3.2359263506290334,False,False,0,0,0,0,1
12,10,3.7950885863977324,False,False,0,0,0,0,1
13,11,3.6234651896016463,False,False,0,0,0,0,1
11,6,3.6416041678685933,False,False,0,0,0,0,1
12,8,3.6897037321995474,False,False,0,0,0,0,1
14,11,3.9021748142117274,False,False,0,0,0,0,1
16,10,3.7821222241453056,False,False,0,0,0,0,1
12,8,3.916126946588284,False,False,0,0,0,0,1
15,7,3.795088586397733,False,False,0,0,0,0,1
11,11,3.9361804341297555,False,False,0,0,0,0,1
14,9,3.91829583405449,False,False,0,0,0,0,1
13,10,3.8239348962840563,False,False,0,0,0,0,1
12,12,3.893660689688185,False,False,0,0,0,0,1
12,7,4.021928094887362,False,False,0,0,0,0,1
11,12,3.9387218755408675,False,False,0,0,0,0,1
15,7,4.175735869100492,False,False,0,0,0,0,1
18,12,4.15565155225257,False,False,0,0,0,0,1
13,6,3.921928094887362,False,False,0,0,0,0,1
16,7,3.9387218755408675,False,False,0,0,0,0,1
13,11,3.7834651896016465,False,False,0,0,0,0,1
11,10,3.594906618243939,False,False,0,0,0,0,1
12,11,4.251629167387823,False,False,0,0,0,0,1
11,9,4.20184123230257,False,False,0,0,0,0,1
15,7,3.9690016298759936,False,False,0,0,0,0,1
13,9,3.882045108136863,False,False,0,0,0,0,1
15,10,4.026986833359286,False,False,0,0,0,0,1
16,8,4.243856189774723,False,False,0,0,0,0,1
14,9,3.91829583405449,False,False,0,0,0,0,1
9,9,3.787143960698138,False,False,0,0,0,0,1
16,9,4.026986833359286,False,False,0,0,0,0,1
10,10,3.7489948035250964,False,False,0,0,0,0,1
12,6,3.7871439606981387,False,False,0,0,0,0,1
12,10,3.9361804341297555,False,False,0,0,0,0,1
12,9,4.186704345910024,False,False,0,0,0,0,1
13,13,4.208410187268527,False,False,0,0,0,0,1
13,8,3.6635327548042538,False,False,0,0,0,0,1
12,5,3.8365916681089787,False,False,0,0,0,0,1
15,9,3.7336606896881848,False,False,0,0,0,0,1
14,10,4.133660689688185,False,False,0,0,0,0,1
14,8,3.9690016298759936,False,False,0,0,0,0,1
12,6,3.826874881864637,False,False,0,0,0,0,1
13,12,3.7671834678914604,False,False,0,0,0,0,1
13,7,3.9161269465882835,False,False,0,0,0,0,1
13,7,3.8208888513501886,False,False,0,0,0,0,1
11,8,3.6841837197791882,False,False,0,0,0,0,1
11,7,3.386636567306727,False,False,0,0,0,0,1
16,5,3.51602764126623,False,False,0,0,0,0,1
12,6,3.4713544870139286,False,False,0,0,0,0,1
13,9,4.001822825622231,False,False,0,0,0,0,1
13,12,4.008132025833399,False,False,0,0,0,0,1
15,7,4.001822825622231,False,False,0,0,0,0,1
13,8,3.9705730958116847,False,False,0,0,0,0,1
13,9,4.0559581516151235,False,False,0,0,0,0,1
14,6,3.170818163045273,False,False,0,0,0,0,1
12,10,3.696624999159019,False,False,0,0,0,0,1
18,9,3.335237745312118,False,False,0,0,0,0,1
14,6,4.070656113151928,False,False,0,0,0,0,1
13,7,3.3087513512471665,False,False,0,0,0,0,1
12,8,3.8442328987631913,False,False,0,0,0,0,1
15,10,3.9790978911348045,False,False,0,0,0,0,1
12,11,4.053508854797679,False,False,0,0,0,0,1
13,8,3.82306798227366,False,False,0,0,0,0,1
11,7,3.826874881864637,False,False,0,0,0,0,1
12,5,3.7254805569978675,False,False,0,0,0,0,1
12,10,4.088779347361362,False,False,0,0,0,0,1
12,7,4.021928094887362,False,False,0,0,0,0,1
15,8,4.053508854797679,False,False,0,0,0,0,1
15,9,3.9736606896881854,False,False,0,0,0,0,1
11,11,4.0559581516151235,False,False,0,0,0,0,1
11,9,3.880179922675737,False,False,0,0,0,0,1
14,8,3.969001629875993,False,False,0,0,0,0,1
11,10,3.663532754804254,False,False,0,0,0,0,1
14,11,4.209867121904035,False,False,0,0,0,0,1
13,8,4.004886164091842,False,False,0,0,0,0,1
13,10,4.220175521464346,False,False,0,0,0,0,1
18,8,4.310443057719025,False,False,0,0,0,0,1
14,6,3.8801799226757376,False,False,0,0,0,0,1
17,10,4.280394654123196,False,False,0,0,0,0,1
16,6,4.055958151615124,False,False,0,0,0,0,1
13,10,3.855388542207534,False,False,0,0,0,0,1
15,10,3.9312089489103226,False,False,0,0,0,0,1
13,9,3.6539967386657093,False,False,0,0,0,0,1
12,10,3.9690016298759936,False,False,0,0,0,0,1
12,12,3.9092750707107125,False,False,0,0,0,0,1
9,9,3.826874881864637,False,False,0,0,0,0,1
14,7,4.095795255000933,False,False,0,0,0,0,1
11,14,4.2098671219040344,False,False,0,0,0,0,1
19,9,4.1852301329094015,False,False,0,0,0,0,1
12,10,3.969001629875993,False,False,0,0,0,0,1
12,9,3.879664004902594,False,False,0,0,0,0,1
11,8,3.4841837197791885,False,False,0,0,0,0,1
15,8,3.91829583405449,False,False,0,0,0,0,1
18,11,3.9614063297218425,False,False,0,0,0,0,1
12,8,3.8442328987631913,False,False,0,0,0,0,1
15,7,3.4685766296878655,False,False,0,0,0,0,1
11,9,3.7849418274376427,False,False,0,0,0,0,1
14,10,3.8136606896881853,False,False,0,0,0,0,1
11,12,3.9182958340544896,False,False,0,0,0,0,1
14,6,4.011365041826379,False,False,0,0,0,0,1
12,4,3.572469458770136,False,False,0,0,0,0,1
13,8,4.095795255000933,False,False,0,0,0,0,1
12,10,4.023136955868885,False,False,0,0,0,0,1
15,7,4.088779347361362,False,False,0,0,0,0,1
12,11,4.084962500721156,False,False,0,0,0,0,1
15,8,3.7720552088742005,False,False,0,0,0,0,1
17,7,3.563074189428569,False,False,0,0,0,0,1
12,8,3.8442328987631917,False,False,0,0,0,0,1
15,7,4.088779347361362,False,False,0,0,0,0,1
12,10,4.023136955868885,False,False,0,0,0,0,1
14,11,4.103909910282363,False,False,0,0,0,0,1
13,10,3.6572682296173897,False,False,0,0,0,0,1
16,7,3.9701755214643453,False,False,0,0,0,0,1
16,7,3.9387218755408675,False,False,0,0,0,0,1
17,6,3.6887218755408675,False,False,0,0,0,0,1
9,8,3.2810361125534233,False,False,0,0,0,0,1
14,9,3.251629167387823,False,False,0,0,0,0,1
11,9,4.201841232302569,False,False,0,0,0,0,1
11,10,3.6589934152538053,False,False,0,0,0,0,1
15,8,3.4031071683628116,False,False,0,0,0,0,1
13,5,3.826874881864637,False,False,0,0,0,0,1
12,12,4.023465189601646,False,False,0,0,0,0,1
15,10,3.8252517372886508,False,False,0,0,0,0,1
12,9,3.7887549139935026,False,False,0,0,0,0,1
13,9,4.262692390839622,False,False,0,0,0,0,1
12,8,3.8801799226757376,False,False,0,0,0,0,1
12,9,3.970573095811684,False,False,0,0,0,0,1
13,12,3.891995487039019,False,False,0,0,0,0,1
12,6,3.9321380397593733,False,False,0,0,0,0,1
12,10,3.795088586397732,False,False,0,0,0,0,1
12,12,3.943465189601646,False,False,0,0,0,0,1
12,11,4.084962500721156,False,False,0,0,0,0,1
12,8,3.880179922675737,False,False,0,0,0,0,1
13,6,3.3464393446710154,False,False,0,0,0,0,1
19,8,3.9677201004744997,False,False,0,0,0,0,1
12,11,3.9701755214643453,False,False,0,0,0,0,1
14,10,3.943465189601646,False,False,0,0,0,0,1
15,10,4.315824333525707,False,False,0,0,0,0,1
10,10,3.820888851350189,False,False,0,0,0,0,1
14,6,4.011365041826379,False,False,0,0,0,0,1
17,10,4.182005814760213,False,False,0,0,0,0,1
14,9,2.919372148594611,False,False,0,0,0,0,1
13,9,4.142914673354254,False,False,0,0,0,0,1
11,8,3.5841837197791886,False,False,0,0,0,0,1
12,9,3.5039975273348483,False,False,0,0,0,0,1
14,6,3.689703732199547,False,False,0,0,0,0,1
12,10,3.7950885863977324,False,False,0,0,0,0,1
12,10,3.9690016298759936,False,False,0,0,0,0,1
12,6,3.6818808028034016,False,False,0,0,0,0,1
18,8,3.810081020521731,False,False,0,0,0,0,1
19,8,4.110577243331642,False,False,0,0,0,0,1
12,8,3.975418017913833,False,False,0,0,0,0,1
15,8,3.90726822961739,False,False,0,0,0,0,1
13,9,4.262692390839622,False,False,0,0,0,0,1
12,9,3.845350936622436,False,False,0,0,0,0,1
11,8,3.646439344671015,False,False,0,0,0,0,1
12,10,4.001822825622232,False,False,0,0,0,0,1
17,10,3.9852281360342516,False,False,0,0,0,0,1
19,7,3.958229168669879,False,False,0,0,0,0,1
11,9,4.011365041826379,False,False,0,0,0,0,1
13,7,3.880179922675738,False,False,0,0,0,0,1
12,12,4.323856189774723,False,False,0,0,0,0,1
13,6,3.7841837197791888,False,False,0,0,0,0,1
13,14,4.021640636343318,False,False,0,0,0,0,1
16,9,4.132944044980958,False,False,0,0,0,0,1
17,4,3.572623663895163,False,False,0,0,0,0,1
13,12,4.026986833359286,False,False,0,0,0,0,1
12,4,3.734521664779752,False,False,0,0,0,0,1
11,8,3.8841837197791884,False,False,0,0,0,0,1
14,7,4.277613436819114,False,False,0,0,0,0,1
13,9,2.9894657597463925,False,False,0,0,0,0,1
15,6,3.3908054820769813,False,False,0,0,0,0,1
12,8,2.938540041208245,False,False,0,0,0,0,1
11,10,3.7544418457133455,False,False,0,0,0,0,1
13,10,4.053508854797679,False,False,0,0,0,0,1
12,12,4.003856189774724,False,False,0,0,0,0,1
15,8,3.8239348962840563,False,False,0,0,0,0,1
12,11,3.8349625007211565,False,False,0,0,0,0,1
16,6,3.9361804341297555,False,False,0,0,0,0,1
12,14,3.9545304475546987,False,False,0,0,0,0,1
15,14,4.21506101220307,False,False,0,0,0,0,1
15,9,4.003856189774725,False,False,0,0,0,0,1
14,9,3.6053885422075345,False,False,0,0,0,0,1
16,11,4.182005814760214,False,False,0,0,0,0,1
15,12,4.164497779200461,False,False,0,0,0,0,1
15,9,3.703465189601647,False,False,0,0,0,0,1
12,10,3.8820451081368628,False,False,0,0,0,0,1
13,10,3.8035088547976788,False,False,0,0,0,0,1
13,12,4.315824333525707,False,False,0,0,0,0,1
12,14,4.236368983644951,False,False,0,0,0,0,1
15,9,3.12488945173324,False,False,0,0,0,0,1
15,5,3.916126946588284,False,False,0,0,0,0,1
12,7,3.7841837197791883,False,False,0,0,0,0,1
16,9,4.2098671219040344,False,False,0,0,0,0,1
12,11,4.16829583405449,False,False,0,0,0,0,1
12,8,3.975418017913832,False,False,0,0,0,0,1
10,8,3.6818808028034025,False,False,0,0,0,0,1
11,11,3.9690016298759936,False,False,0,0,0,0,1
13,11,4.023465189601647,False,False,0,0,0,0,1
13,9,3.74095326040484,False,False,0,0,0,0,1
14,9,4.136842188131012,False,False,0,0,0,0,1
13,10,4.16829583405449,False,False,0,0,0,0,1
15,9,3.8936606896881845,False,False,0,0,0,0,1
12,11,3.7406015629507228,False,False,0,0,0,0,1
13,7,3.630412660873998,False,False,0,0,0,0,1
13,7,3.748994803525097,False,False,0,0,0,0,1
11,10,4.186704345910023,False,False,0,0,0,0,1
14,6,3.653756708287001,False,False,0,0,0,0,1
15,12,4.035582047970576,False,False,0,0,0,0,1
14,9,3.6887218755408675,False,False,0,0,0,0,1
13,10,4.084962500721156,False,False,0,0,0,0,1
10,8,3.932138039759373,False,False,0,0,0,0,1
14,6,3.820888851350189,False,False,0,0,0,0,1
14,8,3.9690016298759936,False,False,0,0,0,0,1
12,12,4.053660689688185,False,False,0,0,0,0,1
15,11,4.134336113194452,False,False,0,0,0,0,1
12,12,4.103465189601646,False,False,0,0,0,0,1
